#--------------------------------------------------------------------------------
# Auto-generated by Migen (7014bdc) & LiteX (a166a8db) on 2021-03-17 20:28:19
#--------------------------------------------------------------------------------
csr_register,ethphy_mdio_w,0xe0004004,1,rw
csr_register,ethphy_mdio_r,0xe0004008,1,ro
csr_register,leds_out,0xe0004800,1,rw
csr_register,sdphy_card_detect,0xe0005000,1,ro
csr_register,sdphy_clocker_divider,0xe0005004,1,rw
csr_register,sdphy_init_initialize,0xe0005008,1,rw
csr_register,sdphy_dataw_status,0xe000500c,1,ro
csr_register,sdcore_cmd_argument,0xe0005800,1,rw
csr_register,sdcore_cmd_command,0xe0005804,1,rw
csr_register,sdcore_cmd_send,0xe0005808,1,rw
csr_register,sdcore_cmd_response,0xe000580c,4,ro
csr_register,sdcore_cmd_event,0xe000581c,1,ro
csr_register,sdcore_data_event,0xe0005820,1,ro
csr_register,sdcore_block_length,0xe0005824,1,rw
csr_register,sdcore_block_count,0xe0005828,1,rw
csr_register,sdblock2mem_dma_base,0xe0006000,2,rw
csr_register,sdblock2mem_dma_length,0xe0006008,1,rw
csr_register,sdblock2mem_dma_enable,0xe000600c,1,rw
csr_register,sdblock2mem_dma_done,0xe0006010,1,ro
csr_register,sdblock2mem_dma_loop,0xe0006014,1,rw
csr_register,sdblock2mem_dma_offset,0xe0006018,1,ro
csr_register,sdmem2block_dma_base,0xe0006800,2,rw
csr_register,sdmem2block_dma_length,0xe0006808,1,rw
csr_register,sdmem2block_dma_enable,0xe000680c,1,rw
csr_register,sdmem2block_dma_done,0xe0006810,1,ro
csr_register,sdmem2block_dma_loop,0xe0006814,1,rw
csr_register,sdmem2block_dma_offset,0xe0006818,1,ro
csr_register,sdirq_status,0xe0007000,1,ro
csr_register,sdirq_pending,0xe0007004,1,ro
csr_register,sdirq_enable,0xe0007008,1,rw
constant,config_clock_frequency,100000000,,
constant,config_cpu_has_interrupt,None,,
constant,config_cpu_reset_addr,268435456,,
constant,config_cpu_type_mor1kx,None,,
constant,config_cpu_variant_linux,None,,
constant,config_cpu_human_name,mor1kx,,
constant,config_cpu_nop,l.nop,,
constant,config_with_build_time,None,,
constant,config_l2_size,8192,,
constant,config_csr_data_width,32,,
constant,config_csr_alignment,32,,
constant,config_bus_standard,wishbone,,
constant,config_bus_data_width,32,,
constant,config_bus_address_width,32,,
constant,timer0_interrupt,1,,
constant,uart_interrupt,0,,
memory_region,rom,0x10000000,65536,cached
memory_region,sram,0x50000000,32768,cached
memory_region,main_ram,0x00000000,268435456,cached
memory_region,csr,0xe0000000,65536,io
